,Correlations,Quantity,Name,Centrality,Length
2,0.37291601134088687,Density,Curve 79,max,Length 100
0,0.18340884327030743,Torsion,Curve 79,linear,Length 100
1,-0.0025993081671796432,Curvature,Curve 79,linear,Length 100
2,0.5303988841759145,Density,Curve 79,linear,Length 100
0,-0.11302760426722334,Torsion,Curve 80,max,Length 100
1,-0.16169880005032056,Curvature,Curve 80,max,Length 100
2,0.06114005150981526,Density,Curve 80,max,Length 100
0,0.0447736765518349,Torsion,Curve 80,linear,Length 100
1,-0.18581819112286077,Curvature,Curve 80,linear,Length 100
2,-0.33233334498531103,Density,Curve 80,linear,Length 100
0,0.08750188535414685,Torsion,Curve 81,max,Length 100
1,-0.10502999086453767,Curvature,Curve 81,max,Length 100
2,0.5040453164363491,Density,Curve 81,max,Length 100
0,-0.01295875158211423,Torsion,Curve 81,linear,Length 100
1,-0.0798187619123951,Curvature,Curve 81,linear,Length 100
2,0.07248461359134026,Density,Curve 81,linear,Length 100
0,0.11163684276972999,Torsion,Curve 82,max,Length 100
1,-0.09888376087753033,Curvature,Curve 82,max,Length 100
2,0.54667035287702,Density,Curve 82,max,Length 100
0,0.2422974227373615,Torsion,Curve 82,linear,Length 100
1,-0.13303157646052968,Curvature,Curve 82,linear,Length 100
2,0.022780536763456653,Density,Curve 82,linear,Length 100
0,0.049274249558007244,Torsion,Curve 83,max,Length 100
1,-0.22269194672647952,Curvature,Curve 83,max,Length 100
2,0.4612201602809087,Density,Curve 83,max,Length 100
0,0.049389020380647866,Torsion,Curve 83,linear,Length 100
1,-0.09333809787600351,Curvature,Curve 83,linear,Length 100
2,0.694454273912242,Density,Curve 83,linear,Length 100
0,0.09077165717412859,Torsion,Curve 84,max,Length 100
1,-0.0943359115249582,Curvature,Curve 84,max,Length 100
2,0.015901914400105185,Density,Curve 84,max,Length 100
0,-0.04658448866850563,Torsion,Curve 84,linear,Length 100
1,-0.031907574262406806,Curvature,Curve 84,linear,Length 100
2,-0.13290191571168367,Density,Curve 84,linear,Length 100
0,0.06846783434065483,Torsion,Curve 85,max,Length 100
1,-0.1676614338063002,Curvature,Curve 85,max,Length 100
2,0.4132353293912588,Density,Curve 85,max,Length 100
0,0.029989974185364192,Torsion,Curve 85,linear,Length 100
1,-0.06548203517413959,Curvature,Curve 85,linear,Length 100
2,0.2541171598376588,Density,Curve 85,linear,Length 100
0,-0.07159396275423988,Torsion,Curve 86,max,Length 100
1,-0.13059084745499075,Curvature,Curve 86,max,Length 100
2,-0.12256385345231136,Density,Curve 86,max,Length 100
0,0.14548898653503303,Torsion,Curve 86,linear,Length 100
1,-0.09055510325791116,Curvature,Curve 86,linear,Length 100
2,-0.32735050221690554,Density,Curve 86,linear,Length 100
0,-0.11813142530027165,Torsion,Curve 87,max,Length 100
1,-0.1784992890018765,Curvature,Curve 87,max,Length 100
2,0.5198319768143741,Density,Curve 87,max,Length 100
0,-0.08552120672001341,Torsion,Curve 87,linear,Length 100
1,-0.01044501171771738,Curvature,Curve 87,linear,Length 100
2,0.23124923506949066,Density,Curve 87,linear,Length 100
0,0.125469732650883,Torsion,Curve 88,max,Length 100
1,-0.007184413623109323,Curvature,Curve 88,max,Length 100
2,0.3627697504198892,Density,Curve 88,max,Length 100
0,0.11689497141139575,Torsion,Curve 88,linear,Length 100
1,-0.059506266065902695,Curvature,Curve 88,linear,Length 100
2,0.22478234930791827,Density,Curve 88,linear,Length 100
0,0.12847461359524337,Torsion,Curve 89,max,Length 100
1,-0.256333347576166,Curvature,Curve 89,max,Length 100
2,0.2849615437380202,Density,Curve 89,max,Length 100
0,0.2978550783978306,Torsion,Curve 89,linear,Length 100
1,-0.09047207597763025,Curvature,Curve 89,linear,Length 100
2,-0.35094279818059354,Density,Curve 89,linear,Length 100
0,-0.009946548940880633,Torsion,Curve 90,max,Length 100
1,-0.15416932071906975,Curvature,Curve 90,max,Length 100
2,0.5464526074084411,Density,Curve 90,max,Length 100
0,-0.02574431096343985,Torsion,Curve 90,linear,Length 100
1,-0.03545738457476007,Curvature,Curve 90,linear,Length 100
2,0.49794069779352224,Density,Curve 90,linear,Length 100
0,0.15134554885099955,Torsion,Curve 91,max,Length 100
1,-0.04654283909032577,Curvature,Curve 91,max,Length 100
2,0.17840484389127528,Density,Curve 91,max,Length 100
0,0.04796163864008611,Torsion,Curve 91,linear,Length 100
1,-0.029965849317471337,Curvature,Curve 91,linear,Length 100
2,0.14149338728059868,Density,Curve 91,linear,Length 100
0,0.3204010310433858,Torsion,Curve 92,max,Length 100
1,-0.20026678205274207,Curvature,Curve 92,max,Length 100
2,0.020382341916705987,Density,Curve 92,max,Length 100
0,0.31252953275266937,Torsion,Curve 92,linear,Length 100
1,-0.12868694437723005,Curvature,Curve 92,linear,Length 100
2,-0.07319407110592611,Density,Curve 92,linear,Length 100
0,0.008163522351824201,Torsion,Curve 93,max,Length 100
1,-0.10423973851661376,Curvature,Curve 93,max,Length 100
2,0.5629184994132831,Density,Curve 93,max,Length 100
0,0.030125345188917744,Torsion,Curve 93,linear,Length 100
1,-0.0484183806878266,Curvature,Curve 93,linear,Length 100
2,0.5882742719301812,Density,Curve 93,linear,Length 100
0,-0.0067351303056702744,Torsion,Curve 94,max,Length 100
1,-0.09495384651593661,Curvature,Curve 94,max,Length 100
2,0.40438275656452183,Density,Curve 94,max,Length 100
0,-0.14339539629144987,Torsion,Curve 94,linear,Length 100
1,-0.05158817916206683,Curvature,Curve 94,linear,Length 100
2,0.4211915221499182,Density,Curve 94,linear,Length 100
0,0.23121421047402915,Torsion,Curve 95,max,Length 100
1,-0.16451158479594147,Curvature,Curve 95,max,Length 100
2,0.3420085947710868,Density,Curve 95,max,Length 100
0,0.13454798786868397,Torsion,Curve 95,linear,Length 100
1,-0.10820595482085328,Curvature,Curve 95,linear,Length 100
2,0.31872238282400384,Density,Curve 95,linear,Length 100
0,0.1755249765660924,Torsion,Curve 96,max,Length 100
1,-0.11448183309314097,Curvature,Curve 96,max,Length 100
2,-0.22232787319985897,Density,Curve 96,max,Length 100
0,0.14176424570127374,Torsion,Curve 96,linear,Length 100
1,-0.1341740716598842,Curvature,Curve 96,linear,Length 100
2,-0.07484117043099951,Density,Curve 96,linear,Length 100
0,0.024946952178061435,Torsion,Curve 97,max,Length 100
1,-0.060060008354321855,Curvature,Curve 97,max,Length 100
2,0.32139879886262107,Density,Curve 97,max,Length 100
0,-0.0450143210086929,Torsion,Curve 97,linear,Length 100
1,0.04736004785022144,Curvature,Curve 97,linear,Length 100
2,0.029407064460675373,Density,Curve 97,linear,Length 100
0,0.09981236021478515,Torsion,Curve 98,max,Length 100
1,-0.15618507649886926,Curvature,Curve 98,max,Length 100
2,0.3837441573513274,Density,Curve 98,max,Length 100
0,0.02728887437129601,Torsion,Curve 98,linear,Length 100
1,-0.08324289213009667,Curvature,Curve 98,linear,Length 100
2,0.13879704504597642,Density,Curve 98,linear,Length 100
0,0.14035662933326754,Torsion,Curve 99,max,Length 100
1,-0.08874389469542174,Curvature,Curve 99,max,Length 100
2,0.39808318147609784,Density,Curve 99,max,Length 100
0,0.03825695000910519,Torsion,Curve 99,linear,Length 100
1,-0.06051248107920399,Curvature,Curve 99,linear,Length 100
2,0.32329826131105777,Density,Curve 99,linear,Length 100
0,0.12980931914973087,Torsion,Curve 100,max,Length 100
1,-0.19431111718341548,Curvature,Curve 100,max,Length 100
2,0.4541605745293491,Density,Curve 100,max,Length 100
0,0.18517254232084218,Torsion,Curve 100,linear,Length 100
1,-0.11846050594921889,Curvature,Curve 100,linear,Length 100
2,0.5579776563542457,Density,Curve 100,linear,Length 100
0,0.12772398092344842,Torsion,Curve 101,max,Length 100
1,-0.05851559271532848,Curvature,Curve 101,max,Length 100
2,0.27793617584106545,Density,Curve 101,max,Length 100
0,-0.020079798448388923,Torsion,Curve 101,linear,Length 100
1,-0.043256618284505034,Curvature,Curve 101,linear,Length 100
2,0.017149105852395576,Density,Curve 101,linear,Length 100
0,-0.11082642007129759,Torsion,Curve 102,max,Length 100
1,-0.04908518323991933,Curvature,Curve 102,max,Length 100
2,0.603360694870378,Density,Curve 102,max,Length 100
0,0.0817853250458339,Torsion,Curve 102,linear,Length 100
1,-0.035744222777671565,Curvature,Curve 102,linear,Length 100
2,0.09639810473378543,Density,Curve 102,linear,Length 100
0,0.21834364039909748,Torsion,Curve 103,max,Length 100
1,-0.33023551979938626,Curvature,Curve 103,max,Length 100
2,-0.0251315602295903,Density,Curve 103,max,Length 100
0,0.11127615890329928,Torsion,Curve 103,linear,Length 100
1,-0.19452197129027898,Curvature,Curve 103,linear,Length 100
2,-0.470187244825722,Density,Curve 103,linear,Length 100
0,0.1662812810438224,Torsion,Curve 104,max,Length 100
1,-0.09979570350590547,Curvature,Curve 104,max,Length 100
2,0.10146638500837943,Density,Curve 104,max,Length 100
0,0.1426820060561906,Torsion,Curve 104,linear,Length 100
1,-0.12981050861491988,Curvature,Curve 104,linear,Length 100
2,-0.16852250410096553,Density,Curve 104,linear,Length 100
0,0.2290062659566776,Torsion,Curve 105,max,Length 100
1,-0.13296664695026006,Curvature,Curve 105,max,Length 100
2,-0.2279871927836078,Density,Curve 105,max,Length 100
0,0.21994100806669936,Torsion,Curve 105,linear,Length 100
1,-0.1388156530936456,Curvature,Curve 105,linear,Length 100
2,-0.42178876855019753,Density,Curve 105,linear,Length 100
0,-0.00809925605893646,Torsion,Curve 106,max,Length 100
1,-0.12031428706534894,Curvature,Curve 106,max,Length 100
2,0.06894941590447654,Density,Curve 106,max,Length 100
0,0.026444732216122955,Torsion,Curve 106,linear,Length 100
1,-0.014688952175527898,Curvature,Curve 106,linear,Length 100
2,-0.15746246479824227,Density,Curve 106,linear,Length 100
0,0.05003068871578998,Torsion,Curve 107,max,Length 100
1,-0.18559014254264125,Curvature,Curve 107,max,Length 100
2,0.16847502615551943,Density,Curve 107,max,Length 100
0,0.07973694393442045,Torsion,Curve 107,linear,Length 100
1,-0.10084710173868956,Curvature,Curve 107,linear,Length 100
2,-0.34453814345369377,Density,Curve 107,linear,Length 100
0,0.21075404335335418,Torsion,Curve 108,max,Length 100
1,-0.2370356427121513,Curvature,Curve 108,max,Length 100
2,0.043341617190221865,Density,Curve 108,max,Length 100
0,0.1973573351616791,Torsion,Curve 108,linear,Length 100
1,-0.286134250595614,Curvature,Curve 108,linear,Length 100
2,-0.1305984847296322,Density,Curve 108,linear,Length 100
0,-0.008813866991759246,Torsion,Curve 109,max,Length 100
1,-0.18207791208512358,Curvature,Curve 109,max,Length 100
2,0.3914588668774786,Density,Curve 109,max,Length 100
0,-0.0031354082644375835,Torsion,Curve 109,linear,Length 100
1,-0.07476486602284468,Curvature,Curve 109,linear,Length 100
2,0.27429621037534824,Density,Curve 109,linear,Length 100
0,-0.13997393882295478,Torsion,Curve 110,max,Length 100
1,-0.09288531749970937,Curvature,Curve 110,max,Length 100
2,0.48547510725559295,Density,Curve 110,max,Length 100
0,0.19705495412772003,Torsion,Curve 110,linear,Length 100
1,-0.03310379836943322,Curvature,Curve 110,linear,Length 100
2,0.36684638757599974,Density,Curve 110,linear,Length 100
0,0.189754629791545,Torsion,Curve 111,max,Length 100
1,-0.0496920797343907,Curvature,Curve 111,max,Length 100
2,0.29684044684346866,Density,Curve 111,max,Length 100
0,0.00798955509624217,Torsion,Curve 111,linear,Length 100
1,-0.0870333903188639,Curvature,Curve 111,linear,Length 100
2,0.6407684138863922,Density,Curve 111,linear,Length 100
0,-0.01245913527127988,Torsion,Curve 112,max,Length 100
1,-0.010438733376510257,Curvature,Curve 112,max,Length 100
2,0.5131308568628615,Density,Curve 112,max,Length 100
0,0.11126958587016267,Torsion,Curve 112,linear,Length 100
1,-0.09501745431987711,Curvature,Curve 112,linear,Length 100
2,0.4638620666894786,Density,Curve 112,linear,Length 100
0,-0.13518650130437818,Torsion,Curve 113,max,Length 100
1,-0.04233890170235629,Curvature,Curve 113,max,Length 100
2,0.5841332868314311,Density,Curve 113,max,Length 100
0,-0.06404923677402168,Torsion,Curve 113,linear,Length 100
1,-0.07879518557916337,Curvature,Curve 113,linear,Length 100
2,0.5951308214510632,Density,Curve 113,linear,Length 100
0,0.022467303534204324,Torsion,Curve 114,max,Length 100
1,-0.07915980654126213,Curvature,Curve 114,max,Length 100
2,0.19423609919764176,Density,Curve 114,max,Length 100
0,0.06513488528564211,Torsion,Curve 114,linear,Length 100
1,-0.10482270119043821,Curvature,Curve 114,linear,Length 100
2,-0.10998009484513413,Density,Curve 114,linear,Length 100
0,0.13525800154774845,Torsion,Curve 115,max,Length 100
1,0.010914707929679489,Curvature,Curve 115,max,Length 100
2,-0.13935987896470148,Density,Curve 115,max,Length 100
0,0.09873538292973699,Torsion,Curve 115,linear,Length 100
1,-0.07341993567601274,Curvature,Curve 115,linear,Length 100
2,-0.021025630663550773,Density,Curve 115,linear,Length 100
0,0.19182827244500603,Torsion,Curve 116,max,Length 100
1,-0.2332033829846779,Curvature,Curve 116,max,Length 100
2,0.28670615234176555,Density,Curve 116,max,Length 100
0,-0.014682461700793712,Torsion,Curve 116,linear,Length 100
1,-0.07166937582279613,Curvature,Curve 116,linear,Length 100
2,-0.24817514499747007,Density,Curve 116,linear,Length 100
0,0.17345454301590024,Torsion,Curve 117,max,Length 100
1,-0.3548353912988973,Curvature,Curve 117,max,Length 100
2,0.362236038808263,Density,Curve 117,max,Length 100
0,0.0655990639078207,Torsion,Curve 117,linear,Length 100
1,-0.1633017375337896,Curvature,Curve 117,linear,Length 100
2,0.16487934710925972,Density,Curve 117,linear,Length 100
0,0.20974519553730903,Torsion,Curve 118,max,Length 100
1,0.06824303600209256,Curvature,Curve 118,max,Length 100
2,0.32749517687550084,Density,Curve 118,max,Length 100
0,0.09362840787482313,Torsion,Curve 118,linear,Length 100
1,-0.08630332476735202,Curvature,Curve 118,linear,Length 100
2,0.07123106859762318,Density,Curve 118,linear,Length 100
0,-0.03370431813157911,Torsion,Curve 119,max,Length 100
1,-0.16762018787186744,Curvature,Curve 119,max,Length 100
2,0.625409208358751,Density,Curve 119,max,Length 100
0,0.07088689478979034,Torsion,Curve 119,linear,Length 100
1,-0.09141357550217119,Curvature,Curve 119,linear,Length 100
2,0.574103540301322,Density,Curve 119,linear,Length 100
0,0.09986291250546543,Torsion,Curve 120,max,Length 100
1,-0.08629194277853902,Curvature,Curve 120,max,Length 100
2,0.23239559732682555,Density,Curve 120,max,Length 100
0,0.146352995616642,Torsion,Curve 120,linear,Length 100
1,-0.10470797662391156,Curvature,Curve 120,linear,Length 100
2,-0.033552896641566916,Density,Curve 120,linear,Length 100
0,0.09984070592349456,Torsion,Curve 121,max,Length 100
1,-0.21031006413305312,Curvature,Curve 121,max,Length 100
2,0.2652927287668454,Density,Curve 121,max,Length 100
0,0.16512271155719585,Torsion,Curve 121,linear,Length 100
1,-0.12538807232388993,Curvature,Curve 121,linear,Length 100
2,-0.1334943449874449,Density,Curve 121,linear,Length 100
0,0.022242267313803965,Torsion,Curve 122,max,Length 100
1,-0.03820568014531391,Curvature,Curve 122,max,Length 100
2,0.2187641819897819,Density,Curve 122,max,Length 100
0,-0.06593199240917633,Torsion,Curve 122,linear,Length 100
1,-0.02309888228704274,Curvature,Curve 122,linear,Length 100
2,0.11561196686923218,Density,Curve 122,linear,Length 100
0,0.026492338570474613,Torsion,Curve 123,max,Length 100
1,-0.08230421963294493,Curvature,Curve 123,max,Length 100
2,0.4316409894333037,Density,Curve 123,max,Length 100
0,-0.1193237189226585,Torsion,Curve 123,linear,Length 100
1,-0.15071476796344077,Curvature,Curve 123,linear,Length 100
2,0.5626071055508218,Density,Curve 123,linear,Length 100
0,-0.03881097013524895,Torsion,Curve 124,max,Length 100
1,0.034114839001859805,Curvature,Curve 124,max,Length 100
2,0.37284492459715507,Density,Curve 124,max,Length 100
0,-0.0018195339951354653,Torsion,Curve 124,linear,Length 100
1,0.021078985232109337,Curvature,Curve 124,linear,Length 100
2,0.4387837819638512,Density,Curve 124,linear,Length 100
0,0.15258288822220806,Torsion,Curve 125,max,Length 100
1,0.06191817804828734,Curvature,Curve 125,max,Length 100
2,0.15936657306778335,Density,Curve 125,max,Length 100
0,-0.0220794688169388,Torsion,Curve 125,linear,Length 100
1,0.05122625636266059,Curvature,Curve 125,linear,Length 100
2,0.27908814197830956,Density,Curve 125,linear,Length 100
0,0.07766901705159535,Torsion,Curve 126,max,Length 100
1,-0.2177536831090519,Curvature,Curve 126,max,Length 100
2,-0.0857784988790858,Density,Curve 126,max,Length 100
0,0.17833688492901442,Torsion,Curve 126,linear,Length 100
1,-0.10085785243307008,Curvature,Curve 126,linear,Length 100
2,-0.3460033248558939,Density,Curve 126,linear,Length 100
0,0.06833112401339522,Torsion,Curve 127,max,Length 100
1,-0.2787991889105735,Curvature,Curve 127,max,Length 100
2,0.41868697574975205,Density,Curve 127,max,Length 100
0,-0.03150641576461749,Torsion,Curve 127,linear,Length 100
1,-0.05306333246456808,Curvature,Curve 127,linear,Length 100
2,0.14984733528738486,Density,Curve 127,linear,Length 100
0,-0.07519442850699587,Torsion,Curve 128,max,Length 100
1,-0.13512818073157323,Curvature,Curve 128,max,Length 100
2,0.5259641313510927,Density,Curve 128,max,Length 100
0,-0.09208597111105847,Torsion,Curve 128,linear,Length 100
1,-0.07042537197497327,Curvature,Curve 128,linear,Length 100
2,0.19485251775095427,Density,Curve 128,linear,Length 100
0,0.1101753328661412,Torsion,Curve 129,max,Length 100
1,-0.19201658059716026,Curvature,Curve 129,max,Length 100
2,0.3325968688597202,Density,Curve 129,max,Length 100
0,0.09669877899272915,Torsion,Curve 129,linear,Length 100
1,-0.07773023299736974,Curvature,Curve 129,linear,Length 100
2,-0.18101997800696365,Density,Curve 129,linear,Length 100
0,0.10957756270033359,Torsion,Curve 130,max,Length 100
1,-0.1773589670771862,Curvature,Curve 130,max,Length 100
2,-0.014685977903046186,Density,Curve 130,max,Length 100
0,0.052165310416075576,Torsion,Curve 130,linear,Length 100
1,-0.16696218904003438,Curvature,Curve 130,linear,Length 100
2,-0.01023666930625785,Density,Curve 130,linear,Length 100
0,-0.00963008623530953,Torsion,Curve 131,max,Length 100
1,-0.1318430676949433,Curvature,Curve 131,max,Length 100
2,0.2538282993119134,Density,Curve 131,max,Length 100
0,-0.0492634405874261,Torsion,Curve 131,linear,Length 100
1,-0.13163562943851848,Curvature,Curve 131,linear,Length 100
2,0.08931750168447483,Density,Curve 131,linear,Length 100
0,-0.04876062088095321,Torsion,Curve 132,max,Length 100
1,-0.04356232985706025,Curvature,Curve 132,max,Length 100
