,Correlations,Quantity,Name,Length
4082,0.2737133625094727,Density,Curve 80,Length 400
4086,0.0795541349195477,Torsion,Curve 81,Length 400
4087,-0.1693902010938828,Curvature,Curve 81,Length 400
4088,0.2588428501330125,Density,Curve 81,Length 400
4092,-0.0304968404474888,Torsion,Curve 82,Length 400
4093,-0.1787758726764437,Curvature,Curve 82,Length 400
4094,0.3431581690847191,Density,Curve 82,Length 400
4098,0.0708634764620569,Torsion,Curve 83,Length 400
4099,-0.1506914451347678,Curvature,Curve 83,Length 400
4100,0.2141348933227454,Density,Curve 83,Length 400
4104,0.1594233542193368,Torsion,Curve 84,Length 400
4105,-0.1524762169420386,Curvature,Curve 84,Length 400
4106,0.2064917038269632,Density,Curve 84,Length 400
4110,0.0350977309133013,Torsion,Curve 85,Length 400
4111,-0.0923615781078352,Curvature,Curve 85,Length 400
4112,0.2112257034911626,Density,Curve 85,Length 400
4116,0.1367005941080472,Torsion,Curve 86,Length 400
4117,-0.1918408564932921,Curvature,Curve 86,Length 400
4118,0.2118286619756987,Density,Curve 86,Length 400
4122,0.1225535097115102,Torsion,Curve 87,Length 400
4123,-0.0956981629162286,Curvature,Curve 87,Length 400
4124,0.3840434612811637,Density,Curve 87,Length 400
4128,0.1088356962173443,Torsion,Curve 88,Length 400
4129,-0.1124001210248388,Curvature,Curve 88,Length 400
4130,0.2368941426341246,Density,Curve 88,Length 400
4134,0.1042791513272214,Torsion,Curve 89,Length 400
4135,-0.1438732531092524,Curvature,Curve 89,Length 400
4136,0.2754796925291446,Density,Curve 89,Length 400
4140,0.1671862930683686,Torsion,Curve 90,Length 400
4141,-0.2148719722901049,Curvature,Curve 90,Length 400
4142,0.3209939103985267,Density,Curve 90,Length 400
4146,0.1404140070939824,Torsion,Curve 91,Length 400
4147,-0.1685117758042793,Curvature,Curve 91,Length 400
4148,-0.0350036923229258,Density,Curve 91,Length 400
4152,0.1662919715786998,Torsion,Curve 92,Length 400
4153,-0.1191705212408927,Curvature,Curve 92,Length 400
4154,0.1355909024397605,Density,Curve 92,Length 400
4158,0.0485585368561792,Torsion,Curve 93,Length 400
4159,-0.1260603780027261,Curvature,Curve 93,Length 400
4160,0.3261370914797566,Density,Curve 93,Length 400
4164,0.0888722345898291,Torsion,Curve 94,Length 400
4165,-0.0532821986118175,Curvature,Curve 94,Length 400
4166,0.477304976379608,Density,Curve 94,Length 400
4170,0.1172208370752446,Torsion,Curve 95,Length 400
4171,-0.0821065310079501,Curvature,Curve 95,Length 400
4172,0.1419903715631749,Density,Curve 95,Length 400
4176,-0.0103787559778131,Torsion,Curve 96,Length 400
4177,-0.1105077458868434,Curvature,Curve 96,Length 400
4178,0.224315802709631,Density,Curve 96,Length 400
4182,0.0418465078160837,Torsion,Curve 97,Length 400
4183,-0.1498695184398759,Curvature,Curve 97,Length 400
4184,0.3850148136152915,Density,Curve 97,Length 400
4188,0.1420080397298183,Torsion,Curve 98,Length 400
4189,-0.092943170518721,Curvature,Curve 98,Length 400
4190,0.2433235425550468,Density,Curve 98,Length 400
4194,0.0410187402409408,Torsion,Curve 99,Length 400
4195,-0.0990099518193655,Curvature,Curve 99,Length 400
4196,0.4136878848905609,Density,Curve 99,Length 400
4200,0.1795047376273398,Torsion,Curve 100,Length 400
4201,-0.2276453159751861,Curvature,Curve 100,Length 400
4202,0.0693779724982606,Density,Curve 100,Length 400
4206,0.1255574844074904,Torsion,Curve 101,Length 400
4207,-0.0940021713894603,Curvature,Curve 101,Length 400
4208,0.1010404905014519,Density,Curve 101,Length 400
4212,0.0119737498735341,Torsion,Curve 102,Length 400
4213,-0.134138988158686,Curvature,Curve 102,Length 400
4214,0.2637125375127786,Density,Curve 102,Length 400
4218,0.0191200521442063,Torsion,Curve 103,Length 400
4219,-0.1186463301412371,Curvature,Curve 103,Length 400
4220,0.2831111344783268,Density,Curve 103,Length 400
4224,0.0776538721302353,Torsion,Curve 104,Length 400
4225,-0.12436410081322,Curvature,Curve 104,Length 400
4226,0.2757668591832862,Density,Curve 104,Length 400
4230,0.0716187709052915,Torsion,Curve 105,Length 400
4231,-0.1516901687842341,Curvature,Curve 105,Length 400
4232,0.2509685115041433,Density,Curve 105,Length 400
4236,0.1404014757072022,Torsion,Curve 106,Length 400
4237,-0.1314977931708446,Curvature,Curve 106,Length 400
4238,0.3426296791741955,Density,Curve 106,Length 400
4242,0.0830624086207103,Torsion,Curve 107,Length 400
4243,-0.1354820167593908,Curvature,Curve 107,Length 400
4244,0.3792599168863627,Density,Curve 107,Length 400
4248,0.0884928083856645,Torsion,Curve 108,Length 400
4249,-0.0892438802496031,Curvature,Curve 108,Length 400
4250,0.4023804232970097,Density,Curve 108,Length 400
4254,0.1074371979569639,Torsion,Curve 109,Length 400
4255,-0.1173798309026606,Curvature,Curve 109,Length 400
4256,-0.0052402663008849,Density,Curve 109,Length 400
4260,0.2200068785233458,Torsion,Curve 110,Length 400
4261,-0.2085156909296301,Curvature,Curve 110,Length 400
4262,0.2672633837339387,Density,Curve 110,Length 400
4266,0.1306921122785745,Torsion,Curve 111,Length 400
4267,-0.1989283188268551,Curvature,Curve 111,Length 400
4268,0.3370504581459317,Density,Curve 111,Length 400
4272,0.1802677416750765,Torsion,Curve 112,Length 400
4273,-0.1802790653855514,Curvature,Curve 112,Length 400
4274,0.1772731266690324,Density,Curve 112,Length 400
4278,0.0441678001662476,Torsion,Curve 113,Length 400
4279,-0.1674091450765863,Curvature,Curve 113,Length 400
4280,0.3755820367426749,Density,Curve 113,Length 400
4284,0.0176822571263113,Torsion,Curve 114,Length 400
4285,-0.0945066697874342,Curvature,Curve 114,Length 400
4286,0.3262808478754948,Density,Curve 114,Length 400
4290,0.0726824866114461,Torsion,Curve 115,Length 400
4291,-0.1481045594690088,Curvature,Curve 115,Length 400
4292,0.3525705393107205,Density,Curve 115,Length 400
4296,0.0800680547497886,Torsion,Curve 116,Length 400
4297,-0.0708168860730687,Curvature,Curve 116,Length 400
4298,0.3528913934599024,Density,Curve 116,Length 400
4302,0.0934098325454514,Torsion,Curve 117,Length 400
4303,-0.1271797589821758,Curvature,Curve 117,Length 400
4304,0.3486558480272032,Density,Curve 117,Length 400
4308,0.2280558388321122,Torsion,Curve 118,Length 400
4309,-0.1662841746547074,Curvature,Curve 118,Length 400
4310,0.1256333192365619,Density,Curve 118,Length 400
4314,0.1063165080168134,Torsion,Curve 119,Length 400
4315,-0.1128519771017718,Curvature,Curve 119,Length 400
4316,0.2363741394751875,Density,Curve 119,Length 400
4320,0.0598930898891478,Torsion,Curve 120,Length 400
4321,-0.0596987573152405,Curvature,Curve 120,Length 400
4322,0.1678593914274268,Density,Curve 120,Length 400
4326,0.0097082064096868,Torsion,Curve 121,Length 400
4327,-0.138001732039777,Curvature,Curve 121,Length 400
4328,0.1680006844425299,Density,Curve 121,Length 400
4332,0.025185497249241,Torsion,Curve 122,Length 400
4333,-0.12405230101036,Curvature,Curve 122,Length 400
4334,0.3933387554901859,Density,Curve 122,Length 400
4338,0.0966919201248379,Torsion,Curve 123,Length 400
4339,-0.1921529233186977,Curvature,Curve 123,Length 400
4340,0.1267569920631353,Density,Curve 123,Length 400
4344,0.1440952029335271,Torsion,Curve 124,Length 400
4345,-0.1514587365770999,Curvature,Curve 124,Length 400
4346,0.3902738664684981,Density,Curve 124,Length 400
4350,-0.0489338777880907,Torsion,Curve 125,Length 400
4351,-0.0250024502914679,Curvature,Curve 125,Length 400
4352,0.3735971894411988,Density,Curve 125,Length 400
4356,0.1013464508781827,Torsion,Curve 126,Length 400
4357,-0.228676413142353,Curvature,Curve 126,Length 400
4358,0.2292214717495114,Density,Curve 126,Length 400
4362,0.041986844377798,Torsion,Curve 127,Length 400
4363,-0.1778010712483098,Curvature,Curve 127,Length 400
4364,0.431912718722084,Density,Curve 127,Length 400
4368,0.067569225661995,Torsion,Curve 128,Length 400
4369,-0.051829541801002,Curvature,Curve 128,Length 400
4370,0.2576225189604923,Density,Curve 128,Length 400
4374,0.1296243623411746,Torsion,Curve 129,Length 400
4375,-0.1503456962094235,Curvature,Curve 129,Length 400
4376,0.2657325048520335,Density,Curve 129,Length 400
4380,0.1047701481664307,Torsion,Curve 130,Length 400
4381,-0.1299440903221325,Curvature,Curve 130,Length 400
4382,0.3168474230785093,Density,Curve 130,Length 400
4386,0.1893397015249917,Torsion,Curve 131,Length 400
4387,-0.249615617120692,Curvature,Curve 131,Length 400
4388,0.1382501429925237,Density,Curve 131,Length 400
4392,0.1434559193866809,Torsion,Curve 132,Length 400
4393,-0.1346213043548663,Curvature,Curve 132,Length 400
4394,0.2607194149714719,Density,Curve 132,Length 400
4398,0.0073857747990127,Torsion,Curve 133,Length 400
4399,-0.1048753173866316,Curvature,Curve 133,Length 400
4400,0.2923628706763969,Density,Curve 133,Length 400
4404,0.0236165446359381,Torsion,Curve 134,Length 400
4405,-0.0895131445584954,Curvature,Curve 134,Length 400
4406,0.2223445147340567,Density,Curve 134,Length 400
4410,0.089651516860403,Torsion,Curve 135,Length 400
4411,-0.1187948538497698,Curvature,Curve 135,Length 400
4412,0.2089714933899921,Density,Curve 135,Length 400
4416,0.1210174404946788,Torsion,Curve 136,Length 400
4417,-0.1576209823638274,Curvature,Curve 136,Length 400
4418,0.1142975026540585,Density,Curve 136,Length 400
4422,0.1679140428535091,Torsion,Curve 137,Length 400
4423,-0.1324351225962725,Curvature,Curve 137,Length 400
4424,0.0083640451903996,Density,Curve 137,Length 400
4428,0.0143574414303608,Torsion,Curve 138,Length 400
4429,-0.1539120340463283,Curvature,Curve 138,Length 400
4430,0.1029480737344896,Density,Curve 138,Length 400
4434,0.0406205191013482,Torsion,Curve 139,Length 400
4435,-0.1049721645381887,Curvature,Curve 139,Length 400
4436,0.2421053472934889,Density,Curve 139,Length 400
4440,0.1133117784615326,Torsion,Curve 140,Length 400
4441,-0.0687997750806439,Curvature,Curve 140,Length 400
4442,-0.0020802108810623,Density,Curve 140,Length 400
4446,0.1320767810413427,Torsion,Curve 141,Length 400
4447,-0.0529364635833842,Curvature,Curve 141,Length 400
4448,0.5257840052347914,Density,Curve 141,Length 400
4452,0.02107543712869,Torsion,Curve 142,Length 400
4453,-0.077397016480275,Curvature,Curve 142,Length 400
4454,0.3249788288356685,Density,Curve 142,Length 400
4458,0.09377775513145,Torsion,Curve 143,Length 400
4459,-0.0612429821952981,Curvature,Curve 143,Length 400
4460,0.2955847174745197,Density,Curve 143,Length 400
4464,0.0993197673006814,Torsion,Curve 144,Length 400
4465,-0.1576687257356893,Curvature,Curve 144,Length 400
4466,0.129802174294799,Density,Curve 144,Length 400
4470,0.1348096374095586,Torsion,Curve 145,Length 400
4471,-0.0538759884133794,Curvature,Curve 145,Length 400
4472,0.3795167789348981,Density,Curve 145,Length 400
4476,0.1579289940653241,Torsion,Curve 146,Length 400
4477,-0.1212323667716208,Curvature,Curve 146,Length 400
4478,0.10341199441888,Density,Curve 146,Length 400
4482,0.1384087527191217,Torsion,Curve 147,Length 400
4483,-0.1321674658210856,Curvature,Curve 147,Length 400
4484,0.0510210672746439,Density,Curve 147,Length 400
4488,0.0582626325360378,Torsion,Curve 148,Length 400
4489,-0.1959201047221561,Curvature,Curve 148,Length 400
4490,0.1078801166162812,Density,Curve 148,Length 400
4494,0.126934775950462,Torsion,Curve 149,Length 400
4495,-0.1222713402671889,Curvature,Curve 149,Length 400
4496,0.1519159930761124,Density,Curve 149,Length 400
4500,0.1060989279104926,Torsion,Curve 150,Length 400
4501,-0.192344625644695,Curvature,Curve 150,Length 400
4502,-0.0847881819242103,Density,Curve 150,Length 400
4506,0.0743800435106468,Torsion,Curve 151,Length 400
4507,-0.0452716425232364,Curvature,Curve 151,Length 400
4508,0.4262737320073526,Density,Curve 151,Length 400
4512,0.1438769357369536,Torsion,Curve 152,Length 400
4513,-0.0726770744604915,Curvature,Curve 152,Length 400
4514,0.1233221345267071,Density,Curve 152,Length 400
4518,0.0593332703970784,Torsion,Curve 153,Length 400
4519,-0.1643877314092271,Curvature,Curve 153,Length 400
4520,0.3856348463360178,Density,Curve 153,Length 400
4524,-0.0636434157634152,Torsion,Curve 154,Length 400
4525,-0.0793625961633068,Curvature,Curve 154,Length 400
4526,0.5606659451697985,Density,Curve 154,Length 400
4530,0.0777439496307187,Torsion,Curve 155,Length 400
4531,-0.1222004288144257,Curvature,Curve 155,Length 400
4532,0.3843027823971853,Density,Curve 155,Length 400
4536,0.1091861734591414,Torsion,Curve 156,Length 400
4537,-0.1833682964077256,Curvature,Curve 156,Length 400
4538,0.1505603254190438,Density,Curve 156,Length 400
4542,-0.04331302022802,Torsion,Curve 157,Length 400
4543,-0.0920914657361804,Curvature,Curve 157,Length 400
4544,0.4195706232901611,Density,Curve 157,Length 400
4548,0.0773899853361888,Torsion,Curve 158,Length 400
4549,-0.1508516773007425,Curvature,Curve 158,Length 400
4550,0.1166197494617934,Density,Curve 158,Length 400
4554,0.0495240977943319,Torsion,Curve 159,Length 400
4555,-0.1268069431321331,Curvature,Curve 159,Length 400
4556,0.369897553226102,Density,Curve 159,Length 400
4560,0.1505775187000114,Torsion,Curve 160,Length 400
4561,-0.2310809841719442,Curvature,Curve 160,Length 400
4562,0.2053320076566847,Density,Curve 160,Length 400
4566,0.0870048894807335,Torsion,Curve 161,Length 400
4567,-0.0394990405135238,Curvature,Curve 161,Length 400
4568,0.4228420632972777,Density,Curve 161,Length 400
4572,0.1259028996737551,Torsion,Curve 162,Length 400
4573,-0.0433584481420742,Curvature,Curve 162,Length 400
4574,-0.0165571063340598,Density,Curve 162,Length 400
4578,0.12176753838367,Torsion,Curve 163,Length 400
4579,-0.1965929119475646,Curvature,Curve 163,Length 400
4580,0.2350727570699444,Density,Curve 163,Length 400
4584,0.072894565204574,Torsion,Curve 164,Length 400
4585,-0.1663246476840168,Curvature,Curve 164,Length 400
4586,0.0261483523620687,Density,Curve 164,Length 400
4590,0.1039423191884741,Torsion,Curve 165,Length 400
4591,-0.1889710296357734,Curvature,Curve 165,Length 400
4592,0.2637464928000551,Density,Curve 165,Length 400
4596,0.1011135180749879,Torsion,Curve 166,Length 400
4597,-0.0379573755199009,Curvature,Curve 166,Length 400
4598,0.188284518312694,Density,Curve 166,Length 400
4602,0.1663091598474336,Torsion,Curve 167,Length 400
4603,-0.1542836732923633,Curvature,Curve 167,Length 400
4604,0.2666036176320494,Density,Curve 167,Length 400
4608,0.0515024076589723,Torsion,Curve 168,Length 400
4609,-0.053415127261829,Curvature,Curve 168,Length 400
4610,0.1443396481514893,Density,Curve 168,Length 400
4614,0.2340504974335366,Torsion,Curve 169,Length 400
4615,-0.1382749998200913,Curvature,Curve 169,Length 400
4616,0.120003432959132,Density,Curve 169,Length 400
4620,0.235717111104764,Torsion,Curve 170,Length 400
4621,-0.1578521060848971,Curvature,Curve 170,Length 400
4622,0.1150430730127679,Density,Curve 170,Length 400
4626,0.0283912701606339,Torsion,Curve 171,Length 400
4627,-0.1319251741320773,Curvature,Curve 171,Length 400
4628,0.3702877387367947,Density,Curve 171,Length 400
4632,0.1282525112314923,Torsion,Curve 172,Length 400
4633,-0.2376417495124719,Curvature,Curve 172,Length 400
4634,0.1700552355923054,Density,Curve 172,Length 400
4638,0.1308461923074354,Torsion,Curve 173,Length 400
4639,-0.1922605606026971,Curvature,Curve 173,Length 400
4640,0.1993109834701721,Density,Curve 173,Length 400
4644,0.0669743493041381,Torsion,Curve 174,Length 400
4645,-0.215111956614793,Curvature,Curve 174,Length 400
4646,0.2884872236811617,Density,Curve 174,Length 400
4650,0.1186242995031888,Torsion,Curve 175,Length 400
4651,-0.0509010206376797,Curvature,Curve 175,Length 400
4652,0.3602356353430938,Density,Curve 175,Length 400
4656,0.0798893975463226,Torsion,Curve 176,Length 400
4657,-0.1422511365382025,Curvature,Curve 176,Length 400
4658,0.2912231062274352,Density,Curve 176,Length 400
4662,0.0006577728727599,Torsion,Curve 177,Length 400
4663,-0.1632293865089161,Curvature,Curve 177,Length 400
4664,0.3040751470366389,Density,Curve 177,Length 400
4668,0.1066788820948217,Torsion,Curve 178,Length 400
4669,-0.1192771105659051,Curvature,Curve 178,Length 400
4670,0.1000444995084138,Density,Curve 178,Length 400
4674,0.0430351647630331,Torsion,Curve 179,Length 400
4675,-0.2074647785598614,Curvature,Curve 179,Length 400
4676,0.3413079457947742,Density,Curve 179,Length 400
4680,0.1211809504814778,Torsion,Curve 180,Length 400
4681,-0.0798981248571904,Curvature,Curve 180,Length 400
4682,0.3221913891230443,Density,Curve 180,Length 400
4686,0.1272748640489033,Torsion,Curve 181,Length 400
4687,-0.0727658650085734,Curvature,Curve 181,Length 400
4688,0.3112868346307233,Density,Curve 181,Length 400
4692,0.0190036346233121,Torsion,Curve 182,Length 400
4693,-0.0301757267147796,Curvature,Curve 182,Length 400
4694,0.2622305361703175,Density,Curve 182,Length 400
4698,0.1229031447711851,Torsion,Curve 183,Length 400
4699,-0.0811521757521241,Curvature,Curve 183,Length 400
4700,0.2927219929613572,Density,Curve 183,Length 400
4704,0.0712794283111095,Torsion,Curve 184,Length 400
4705,-0.1061285934889487,Curvature,Curve 184,Length 400
4706,0.244780776076325,Density,Curve 184,Length 400
4710,0.152013831132578,Torsion,Curve 185,Length 400
4711,-0.0840575847840058,Curvature,Curve 185,Length 400
4712,0.1691674117385217,Density,Curve 185,Length 400
4716,0.0255529485082773,Torsion,Curve 186,Length 400
4717,-0.0904891759989064,Curvature,Curve 186,Length 400
4718,0.361653013526053,Density,Curve 186,Length 400
4722,0.0566000002905949,Torsion,Curve 187,Length 400
4723,-0.0739404493558673,Curvature,Curve 187,Length 400
4724,0.3360486907514235,Density,Curve 187,Length 400
4728,0.0266075847260679,Torsion,Curve 188,Length 400
4729,-0.1214072466441318,Curvature,Curve 188,Length 400
4730,0.4442273620494987,Density,Curve 188,Length 400
4734,0.0489721051708228,Torsion,Curve 189,Length 400
4735,-0.0533635433275362,Curvature,Curve 189,Length 400
4736,0.3979284810020643,Density,Curve 189,Length 400
4740,0.1794845262947551,Torsion,Curve 190,Length 400
4741,-0.1723608908672454,Curvature,Curve 190,Length 400
4742,0.1458239570768573,Density,Curve 190,Length 400
4746,0.0617713576384037,Torsion,Curve 191,Length 400
4747,-0.058897079649035,Curvature,Curve 191,Length 400
4748,0.3506836970312458,Density,Curve 191,Length 400
4752,0.1491474363341127,Torsion,Curve 192,Length 400
4753,-0.1428236187947582,Curvature,Curve 192,Length 400
4754,0.2262149254778348,Density,Curve 192,Length 400
4758,0.1005291700730766,Torsion,Curve 193,Length 400
4759,-0.1093109197709367,Curvature,Curve 193,Length 400
4760,0.3562592610341825,Density,Curve 193,Length 400
4764,0.1082228086598067,Torsion,Curve 194,Length 400
4765,-0.0515914976652735,Curvature,Curve 194,Length 400
4766,0.2909769160004761,Density,Curve 194,Length 400
4770,0.1024060582729474,Torsion,Curve 195,Length 400
4771,-0.108062422054885,Curvature,Curve 195,Length 400
4772,0.2217910297717419,Density,Curve 195,Length 400
4776,0.0908457552393371,Torsion,Curve 196,Length 400
4777,-0.1175547251413234,Curvature,Curve 196,Length 400
4778,0.1725282125555703,Density,Curve 196,Length 400
4782,-0.0762131344977898,Torsion,Curve 197,Length 400
4783,-0.0847956946861303,Curvature,Curve 197,Length 400
4784,0.3746930037947216,Density,Curve 197,Length 400
4788,0.1058348142144134,Torsion,Curve 198,Length 400
4789,-0.1491297855120001,Curvature,Curve 198,Length 400
4790,0.2783407481821304,Density,Curve 198,Length 400
4794,0.0116971852006259,Torsion,Curve 199,Length 400
4795,-0.093354884003265,Curvature,Curve 199,Length 400
4796,0.4682846227928089,Density,Curve 199,Length 400
